flash_team,klub_slug,flash_name,player_slug,match_method
Korona Kielce,korona-kielce,Konstantyn J.,jakub-konstantyn,review_auto_same_club_history
Korona Kielce,korona-kielce,Krogstad F.,fredrik-krogstad,review_auto_same_club_history
Korona Kielce,korona-kielce,Kwiecień B.,bartosz-kwiecien,review_auto_same_club_history
Korona Kielce,korona-kielce,Malarczyk P.,piotr-malarczyk,review_auto_same_club_history
Korona Kielce,korona-kielce,Mamla R.,rafa-mamla,review_auto_same_club_history
Korona Kielce,korona-kielce,Pięczek M.,marcel-pieczek,review_auto_same_club_history
Korona Kielce,korona-kielce,Podgórski J.,jacek-podgorski,review_auto_same_club_history
Korona Kielce,korona-kielce,Remacle M.,martin-christophe-jannick-remacle,review_auto_same_club_history
Korona Kielce,korona-kielce,Shikavka Y.,evgeni-shikavka,review_auto_same_club_history
Korona Kielce,korona-kielce,Strzebonski M.,miosz-strzebonski,review_auto_same_club_history
Korona Kielce,korona-kielce,Takac D.,dalibor-takac,review_auto_same_club_history
Korona Kielce,korona-kielce,Trojak M.,miosz-trojak,review_auto_same_club_history
Korona Kielce,korona-kielce,Zator D.,dominick-lukasz-zator,review_auto_same_club_history
Korona Kielce,korona-kielce,Łukowski J.,jakub-ukowski,review_auto_same_club_history
Lech Poznań,lech-poznan,Andersson E.,nils-erik-elias-andersson,review_auto_same_club_history
Lech Poznań,lech-poznan,Ba Loua A.,adriel-ba-loua,review_auto_same_club_history
Lech Poznań,lech-poznan,Bednarek F.,filip-bednarek,review_auto_same_club_history
Lech Poznań,lech-poznan,Blazic M.,miha-blazic,review_auto_same_club_history
Lech Poznań,lech-poznan,Czerwiński A.,alan-czerwinski,review_auto_same_club_history
Lech Poznań,lech-poznan,Dagerstal F.,filip-dagerstal,review_auto_same_club_history
Lech Poznań,lech-poznan,Dziuba M.,maksymilian-dziuba,review_auto_same_club_history
Lech Poznań,lech-poznan,Gholizadeh A.,ali-gholizadeh-nojedeh,review_auto_same_club_history
Lech Poznań,lech-poznan,Gurgul M.,micha-gurgul,review_auto_same_club_history
Lech Poznań,lech-poznan,Ishak M.,mikael-ishak,review_auto_same_club_history
Lech Poznań,lech-poznan,Karlstrom J.,jesper-karlstrom,review_auto_same_club_history
Lech Poznań,lech-poznan,Lisman K.,kornel-lisman,review_auto_same_club_history
Lech Poznań,lech-poznan,Marchwiński F.,filip-marchwinski,review_auto_same_club_history
Lech Poznań,lech-poznan,Milic A.,antonio-milic,review_auto_same_club_history
Lech Poznań,lech-poznan,Monka W.,wojciech-monka,review_auto_same_club_history
Lech Poznań,lech-poznan,Mrozek B.,bartosz-mrozek,review_auto_same_club_history
Lech Poznań,lech-poznan,Murawski R.,radosaw-pawe-murawski,review_auto_same_club_history
Lech Poznań,lech-poznan,Pereira J.,joel-vieira-pereira,review_auto_same_club_history
Lech Poznań,lech-poznan,Pingot M.,maksymilian-pingot,review_auto_same_club_history
Lech Poznań,lech-poznan,Salamon B.,bartosz-salamon,review_auto_same_club_history
Lech Poznań,lech-poznan,Sobiech A.,artur-sobiech,review_auto_same_club_history
Lech Poznań,lech-poznan,Sousa A.,afonso-gamelas-de-pinho-sousa,review_auto_same_club_history
Lech Poznań,lech-poznan,Szymczak F.,filip-szymczak,review_auto_same_club_history
Lech Poznań,lech-poznan,Velde K.,kristoffer-velde,review_auto_same_club_history
Lech Poznań,lech-poznan,Wilak F.,filip-wilak,review_auto_transfer_candidate
Legia Warszawa,legia-warszawa,Augustyniak R.,rafa-sylwester-augustyniak,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Baku M.,makana-baku,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Burch M.,marco-burch,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Celhaka J.,jurgen-celhaka,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Elitim J.,juergen-farid-elitim-sepulveda,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Gil Dias,gil-dias,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Gual M.,marc-gual-huguet,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Hładun D.,dominik-hadun,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Josue,josue-pesqueira,manual_accept_review_needed
Legia Warszawa,legia-warszawa,Jędrzejczyk A.,artur-marcin-jedrzejczyk,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Kapuadi S.,steve-nkanu-kapuadi,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Kapustka B.,bartosz-kapustka,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Kobylak G.,gabriel-kobylak,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Kramer B.,blaz-kramer,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Kun P.,patryk-kun,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Morishita R.,ryoya-morishita,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Muci E.,ernest-muci,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Pankov R.,radovan-pankov,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Pekhart T.,tomas-pekhart,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Rejczyk F.,filip-rejczyk,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Ribeiro Y.,yuri-ribeiro,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Rose L.,lindsay-rose,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Rosołek M.,maciej-rosoek,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Slisz B.,bartosz-slisz,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Sokołowski P.,patryk-sokoowski,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Strzałek I.,igor-strzaek,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Szczepaniak M.,mateusz-szczepaniak,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Tobiasz K.,kacper-tobiasz,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Urbański W.,wojciech-urbanski,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Wszołek P.,pawe-marek-wszoek,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Ziółkowski J.,jan-ziokowski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Ameyaw M.,michael-ameyaw,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Bykowski M.,marcel-bykowski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Chrapek M.,micha-ukasz-chrapek,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Czerwiński J.,jakub-czerwinski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Dziczek P.,patryk-dziczek,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Felix J.,jorge-felix-munoz-garcia,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Hateley T.,thomas-nathan-hateley,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Holubek J.,jakub-holubek,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Huk T.,tomas-huk,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Karbowy F.,filip-karbowy,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Katranis A.,alexandros-katranis,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Kirejczyk G.,gabriel-kirejczyk,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Kostadinov T.,tihomir-kostadinov,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Krykun S.,serhij-krykun,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Kądzior D.,damian-kadzior,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Leśniak O.,oskar-lesniak,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Liszewski P.,piotr-liszewski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Mokwa T.,tomasz-mokwa,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Mosór A.,ariel-pawe-mosor,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Piasecki F.,fabian-piasecki,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Plach F.,frantisek-plach,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Pyrka A.,arkadiusz-pyrka,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Szczepański M.,miosz-szczepanski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Szymański K.,karol-szymanski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Tomasiewicz G.,grzegorz-tomasiewicz,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Urbański P.,piotr-urbanski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Wilczek K.,kamil-wilczek,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Bichakhchyan V.,vahan-bichakhchyan,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Cojocaru V.,valentin-alexandru-cojocaru,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Fornalczyk M.,mariusz-fornalczyk,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Gamboa J.,joao-pedro-da-costa-gamboa,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Gorgon A.,alexander-gorgon,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Grosicki K.,kamil-pawe-grosicki,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Klebaniuk B.,bartosz-klebaniuk,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Korczakowski O.,olaf-korczakowski,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Koulouris E.,efthymios-koulouris,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Koutris L.,leonardo-pablo-koutris,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Kowalczyk S.,sebastian-oskar-kowalczyk,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Kurzawa R.,rafa-maciej-kurzawa,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Lisowski W.,wojciech-lisowski,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Loncar D.,danijel-loncar,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Malec M.,mariusz-malec,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Paryzek P.,patryk-paryzek,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Przyborek A.,adrian-przyborek,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Rostami Y.,yadegar-rostami,review_auto_transfer_candidate
Pogoń Szczecin,pogon-szczecin,Smoliński K.,kacper-smolinski,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Stipica D.,dante-stipica,review_auto_transfer_candidate
Pogoń Szczecin,pogon-szczecin,Stolarski P.,pawe-stolarski,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Ulvestad F.,fredrik-stense-ulvestad,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Wahlqvist L.,rolf-linus-wahlqvist-egnell,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Wawrzynowicz S.,stanisaw-wawrzynowicz,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Wędrychowski M.,marcel-wedrychowski,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Zahovic L.,luka-zahovic,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Zech B.,benedikt-zech,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Łęgowski M.,mateusz-egowski,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Bartosz J.,jakub-bartosz,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Cholewiak M.,mateusz-cholewiak,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Cichon K.,kacper-cichon,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Craciun A.,artur-craciun,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Gil F.,filip-gil,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Hajda W.,wojciech-hajda,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Kidric R.,rok-kidric-1,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Klisiewicz L.,lucjan-klisiewicz,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Koj M.,micha-koj,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Komar K.,kewin-komar,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Kramarz A.,adam-kramarz,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Lee Jin-Hyun,jin-hyun-lee,manual_accept_review_needed
Puszcza Niepołomice,puszcza-niepolomice,Majchrzak J.,jordan-aleksander-majchrzak,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Mesanovic M.,muris-mesanovic,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Mroziński P.,piotr-mrozinski,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Pieprzyca I.,igor-pieprzyca,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Pięczek M.,marcel-pieczek,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Poczobut B.,bartomiej-poczobut,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Revenco I.,ioan-calin-revenco-1,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Serafin J.,jakub-serafin,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Siemaszko A.,artur-siemaszko,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Sołowiej L.,ukasz-soowiej,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Stec J.,jakub-stec,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Stępień K.,konrad-stepien,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Thiago,thiago-rodrigues-de-souza,manual_accept_review_needed
Puszcza Niepołomice,puszcza-niepolomice,Tomalski H.,hubert-tomalski,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Walski M.,micha-walski,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Wojcinowicz T.,tomasz-wojcinowicz,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Wroblewski K.,krzysztof-wroblewski,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Yakuba R.,roman-yakuba,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Zapolnik K.,kamil-zapolnik,review_auto_same_club_history
Puszcza Niepołomice,puszcza-niepolomice,Zych O.,oliwier-zych,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Abramowicz D.,dawid-abramowicz,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Alves R.,roberto-emanuel-oliveira-alves,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Bąkowski K.,krzysztof-maciej-bakowski,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Castaneda F.,frank-castaneda,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Cayarga B.,alberto-cayarga,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Cichocki M.,mateusz-cichocki,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Donis C.,christos-donis,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Grzesik J.,jan-grzesik,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Guilherme,guilherme-da-gama-zimovski,manual_accept_review_needed
Radomiak Radom,radomiak-radom,Jakubik D.,damian-jakubik,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Jordao B.,bruno-andre-cavaco-jordao,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Kaput M.,micha-kaput,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Kobylak G.,gabriel-kobylak,review_auto_transfer_candidate
Radomiak Radom,radomiak-radom,Koptas W.,wiktor-koptas,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Leandro,leandro-rossi-pereira,manual_accept_review_needed
Radomiak Radom,radomiak-radom,Machado L.,luis-machado,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Majchrowicz F.,filip-majchrowicz,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Matos T.,tiago-matos,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Okoniewski K.,krystian-okoniewski,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Pedro H.,pedro-henrique-alves-de-almeida,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Peglow,joao-peglow,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Pik D.,daniel-pik,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Rocha L.,leonardo-miramar-rocha,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Rossi R.,leandro-rossi-pereira,manual_accept_review_needed
Radomiak Radom,radomiak-radom,Semedo E.,lisandro-pedro-varela-semedo,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Semedo L.,lisandro-pedro-varela-semedo,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Snopczynski J.,jakub-snopczynski,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Vagner,vagner-dias,manual_accept_review_needed
Radomiak Radom,radomiak-radom,Vuskovic L.,luka-vuskovic,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Wolski R.,rafa-wolski,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Arsenić Z.,zoran-arsenic,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Barath P.,peter-barath,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Berggren G.,karl-gustav-vilhelm-berggren,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Bieszczad K.,kacper-bieszczad,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Cebula M.,marcin-cebula,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Crnac A.,ante-crnac,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Czyż S.,szymon-czyz,review_auto_transfer_candidate
Raków Częstochowa,rakow-czestochowa,Dominguez M.,maxime-dominguez,review_auto_transfer_candidate
Raków Częstochowa,rakow-czestochowa,Drachal D.,dawid-drachal,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Kittel S.,sonny-kittel,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Kochergin V.,vladyslav-kochergin,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Kovacevic A.,adnan-kovacevic,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Kuciak D.,dusan-kuciak,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,López I.,ivan-lopez-alvarez,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Malamis P.,patryk-malamis,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Myszor J.,jakub-myszor,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Nowak B.,bartosz-nowak,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Otieno E.,erick-ouma-otieno,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Papanikolaou G.,giannis-papanikolaou,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Pestka K.,kamil-pestka,review_auto_same_club_history
