flash_team,klub_slug,flash_name,review_current_status,review_existing_player_slug,review_proposed_status,review_proposed_player_slug,review_evidence,final_status,player_slug,match_method,identity_clubs_all,identity_seasons_all,identity_target_season_clubs,identity_season_club_path,identity_sample_name,identity_in_target_club
Górnik Zabrze,gornik-zabrze,Szromnik M.,unresolved,,auto_same_club_history,micha-szromnik,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history,matched_auto_same_club_history,micha-szromnik,review_auto_same_club_history,gornik-zabrze,2024/25,,2024/25:gornik-zabrze,Michał SzromnikGórnik Zabrze,0
Górnik Zabrze,gornik-zabrze,Tobolik A.,unresolved,,auto_same_club_history,aleksander-tobolik,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history,matched_auto_same_club_history,aleksander-tobolik,review_auto_same_club_history,gornik-zabrze,2024/25,,2024/25:gornik-zabrze,Aleksander TobolikGórnik Zabrze,0
Górnik Zabrze,gornik-zabrze,Triantafyllopoulos K.,unresolved,,auto_same_club_history,konstantinos-triantafyllopoulos,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,konstantinos-triantafyllopoulos,review_auto_same_club_history,gornik-zabrze,2023/24,gornik-zabrze,2023/24:gornik-zabrze,Konstantinos TriantafyllopoulosGórnik Zabrze,1
Górnik Zabrze,gornik-zabrze,Wojtuszek N.,unresolved,,auto_same_club_history,norbert-wojtuszek,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,norbert-wojtuszek,review_auto_same_club_history,gornik-zabrze | jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,gornik-zabrze,2023/24:gornik-zabrze | 2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Norbert WojtuszekGórnik Zabrze,1
Górnik Zabrze,gornik-zabrze,Yokota D.,unresolved,,auto_same_club_history,daisuke-yokota,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,daisuke-yokota,review_auto_same_club_history,gornik-zabrze,2023/24,gornik-zabrze,2023/24:gornik-zabrze,Daisuke YokotaGórnik Zabrze,1
Górnik Zabrze,gornik-zabrze,Zielonka N.,unresolved,,auto_same_club_history,nikodem-zielonka,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history,matched_auto_same_club_history,nikodem-zielonka,review_auto_same_club_history,gornik-zabrze,2024/25,,2024/25:gornik-zabrze,Nikodem ZielonkaGórnik Zabrze,0
Jagiellonia Białystok,jagiellonia-bialystok,Abramowicz S.,unresolved,,auto_same_club_history,sawomir-abramowicz,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history,matched_auto_same_club_history,sawomir-abramowicz,review_auto_same_club_history,jagiellonia-bialystok,2024/25 | 2025/26,,2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Sławomir AbramowiczJagiellonia Białystok,0
Jagiellonia Białystok,jagiellonia-bialystok,Alomerovic Z.,unresolved,,auto_same_club_history,zlatan-alomerovic,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,zlatan-alomerovic,review_auto_same_club_history,jagiellonia-bialystok,2023/24,jagiellonia-bialystok,2023/24:jagiellonia-bialystok,Zlatan AlomerovićJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Caliskaner K.,unresolved,,auto_same_club_history,kaan-caliskaner,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,kaan-caliskaner,review_auto_same_club_history,jagiellonia-bialystok | motor-lublin,2023/24 | 2024/25,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2024/25:motor-lublin,Kaan ÇalışkanerJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Dieguez A.,unresolved,,auto_same_club_history,adrian-dieguez-grande,all_flash_tokens_in_slug_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,adrian-dieguez-grande,review_auto_same_club_history,jagiellonia-bialystok | radomiak-radom,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2024/25:jagiellonia-bialystok | 2025/26:radomiak-radom,Adrián Diéguez GrandeJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Haliti J.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Hansen K.,unresolved,,auto_same_club_history,kristoffer-hansen,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history,matched_auto_same_club_history,kristoffer-hansen,review_auto_same_club_history,jagiellonia-bialystok,2024/25,,2024/25:jagiellonia-bialystok,Kristoffer Normann HansenJagiellonia Białystok,0
